   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1927    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
     2761    0.000    0.000    0.000    0.000 inspect.py:2739(name)
  184/146    0.000    0.000    0.000    0.000 _compiler.py:434(_get_literal_prefix)
      955    0.000    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      915    0.000    0.000    0.002    0.000 typing.py:694(<genexpr>)
     1090    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        7    0.000    0.000    0.001    0.000 enum.py:910(<listcomp>)
      560    0.000    0.000    0.000    0.000 ufunc.py:94(__getattr__)
     1071    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
     1887    0.000    0.000    0.000    0.000 typing.py:1695(<genexpr>)
      186    0.000    0.000    0.004    0.000 registry.py:656(_get_dimensionality)
      297    0.000    0.000    0.001    0.000 typing.py:299(_deduplicate)
     1638    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      432    0.000    0.000    0.001    0.000 dataclasses.py:827(_set_new_attribute)
     1591    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      316    0.000    0.000    0.000    0.000 _parser.py:369(_escape)
       37    0.000    0.000    0.001    0.000 base.py:955(tokenize)
      188    0.000    0.000    0.000    0.000 flexparser.py:67(from_statement_iterator_element)
     3797    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
     1356    0.000    0.000    0.000    0.000 dataclasses.py:425(<genexpr>)
      299    0.000    0.000    0.085    0.000 utils.py:853(wrapper)
     1100    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
     2791    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       35    0.000    0.000    0.001    0.000 unit_operators.py:80(_unit_class_mul)
      442    0.000    0.000    0.005    0.000 pathlib.py:868(__new__)
      123    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
      114    0.000    0.000    0.004    0.000 scanner.py:156(fetch_more_tokens)
      398    0.000    0.000    0.000    0.000 unit.py:143(iter_top_base_units)
      802    0.000    0.000    0.000    0.000 unit.py:545(__iter__)
       84    0.000    0.000    0.001    0.000 parser.py:273(parse_node)
      154    0.000    0.000    0.021    0.000 _compiler.py:571(_code)
      407    0.000    0.000    0.001    0.000 __init__.py:107(<genexpr>)
       10    0.000    0.000    0.001    0.000 typing.py:2874(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBChargeModel_ComputeCharges}
      352    0.000    0.000    0.001    0.000 inspect.py:2065(_signature_is_builtin)
      593    0.000    0.000    0.003    0.000 {built-in method builtins.next}
      290    0.000    0.000    0.000    0.000 reader.py:114(get_mark)
      4/2    0.000    0.000    0.143    0.071 flexparser.py:780(consume_body_closing)
     2364    0.000    0.000    0.000    0.000 {built-in method builtins.pow}
     1099    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      289    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
      493    0.000    0.000    0.000    0.000 dataclasses.py:820(_set_qualname)
      447    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
       69    0.000    0.000    0.001    0.000 nodes.py:57(__new__)
      620    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
      320    0.000    0.000    0.001    0.000 util.py:550(from_word)
     1423    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      144    0.000    0.000    0.000    0.000 typing.py:1705(__hash__)
       17    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      925    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
       96    0.000    0.000    0.007    0.000 plain.py:83(from_string_and_config)
      304    0.000    0.000    0.000    0.000 pickling_support.py:49(_get_subclasses)
     1353    0.000    0.000    0.000    0.000 util.py:413(__getitem__)
      214    0.000    0.000    0.001    0.000 util.py:571(eval_token)
      540    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
      825    0.000    0.000    0.000    0.000 typing.py:206(_should_unflatten_callable_args)
     1020    0.000    0.000    0.000    0.000 util.py:410(__len__)
     2024    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      218    0.000    0.000    0.002    0.000 __init__.py:317(_from_text_for)
      758    0.000    0.000    0.000    0.000 enum.py:193(__get__)
     1534    0.000    0.000    0.000    0.000 __init__.py:1021(<genexpr>)
      407    0.000    0.000    0.002    0.000 __init__.py:323(<genexpr>)
      312    0.000    0.000    0.001    0.000 _signatures.py:606(get_exclude_keywords)
    64/26    0.000    0.000    0.001    0.000 typing.py:1441(_make_substitution)
        2    0.000    0.000    0.068    0.034 subprocess.py:506(run)
      111    0.000    0.000    0.001    0.000 tokenize.py:408(tokenize)
        9    0.000    0.000    0.004    0.000 prefix.py:137(define_prefixed_units)
      281    0.000    0.000    0.001    0.000 _signatures.py:599(num_pos_args)
      449    0.000    0.000    0.077    0.000 flexparser.py:801(consume)
        2    0.000    0.000    0.070    0.035 ambertools_wrapper.py:41(__init__)
      480    0.000    0.000    0.001    0.000 unit.py:156(iter_base_or_scaled_units)
      123    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
       10    0.000    0.000    0.037    0.004 utils.py:1(<module>)
        2    0.000    0.000    0.672    0.336 openmm.py:1(<module>)
        4    0.000    0.000    0.000    0.000 rdkit_wrapper.py:82(__init__)
  237/120    0.000    0.000    0.001    0.000 unit.py:39(__init__)
     2711    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      204    0.000    0.000    0.000    0.000 _parser.py:82(opengroup)
    74/73    0.000    0.000    0.000    0.000 converters.py:53(from_arguments)
      259    0.000    0.000    0.000    0.000 registry.py:466(_helper_single_adder)
     1041    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        8    0.000    0.000    0.001    0.000 util.py:271(<dictcomp>)
     1512    0.000    0.000    0.000    0.000 __init__.py:256(<genexpr>)
     1366    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       96    0.000    0.000    0.000    0.000 inspect.py:2039(_signature_bound_method)
      189    0.000    0.000    0.002    0.000 prefix.py:56(__mul__)
       46    0.000    0.000    0.001    0.000 typing.py:708(Literal)
      120    0.000    0.000    0.000    0.000 numpy_func.py:246(implement_func)
      738    0.000    0.000    0.000    0.000 _signatures.py:610(<genexpr>)
     2200    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
     1218    0.000    0.000    0.000    0.000 contextlib.py:428(__init__)
      562    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
      676    0.000    0.000    0.001    0.000 unit.py:549(iter_base_units)
        2    0.000    0.000    0.069    0.034 subprocess.py:417(check_output)
        2    0.000    0.000    0.000    0.000 subprocess.py:1282(_close_pipe_fds)
      123    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
      308    0.000    0.000    0.000    0.000 _parser.py:446(_uniq)
      985    0.000    0.000    0.000    0.000 scanner.py:264(next_possible_simple_key)
      878    0.000    0.000    0.000    0.000 typing.py:895(__eq__)
     1895    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       55    0.000    0.000    0.001    0.000 util.py:679(operate)
      535    0.000    0.000    0.000    0.000 <frozen _collections_abc>:786(keys)
       14    0.000    0.000    0.001    0.000 util.py:1023(_build_type)
      216    0.000    0.000    0.000    0.000 dataclasses.py:401(_tuple_str)
      219    0.000    0.000    0.001    0.000 __init__.py:858(_name_from_stem)
      659    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
      984    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
      207    0.000    0.000    0.000    0.000 dataclasses.py:410(<listcomp>)
       23    0.000    0.000    0.000    0.000 typing.py:2045(__init_subclass__)
      205    0.000    0.000    0.003    0.000 typing.py:1572(copy_with)
       69    0.000    0.000    0.019    0.000 utils.py:745(unsupported_arguments)
  327/251    0.000    0.000    0.009    0.000 typing.py:479(__getitem__)
      718    0.000    0.000    0.000    0.000 _parser.py:79(groups)
      131    0.000    0.000    0.000    0.000 functoolz.py:196(__init__)
       59    0.000    0.000    0.000    0.000 unit.py:468(get_name)
      164    0.000    0.000    0.000    0.000 _parser.py:224(__init__)
       98    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
      114    0.000    0.000    0.000    0.000 defparser.py:67(iter_parsed_project)
        6    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
      218    0.000    0.000    0.008    0.000 __init__.py:480(entry_points)
      407    0.000    0.000    0.002    0.000 __init__.py:319(<genexpr>)
      154    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
     84/1    0.000    0.000    0.007    0.007 composer.py:63(compose_node)
        8    0.000    0.000    0.000    0.000 util.py:260(<setcomp>)
      306    0.000    0.000    0.000    0.000 backends.py:363(__doc__)
      286    0.000    0.000    0.000    0.000 dataclasses.py:449(_field_init)
        2    0.000    0.000    0.060    0.030 subprocess.py:1165(communicate)
      402    0.000    0.000    0.000    0.000 <frozen _collections_abc>:859(__iter__)
        1    0.000    0.000    0.001    0.001 molecule.py:828(FrozenMolecule)
      749    0.000    0.000    0.000    0.000 backends.py:350(<setcomp>)
       38    0.000    0.000    0.001    0.000 typing.py:1804(__class_getitem__)
      334    0.000    0.000    0.002    0.000 inspect.py:402(isgeneratorfunction)
    64/26    0.000    0.000    0.003    0.000 typing.py:1380(__getitem__)
      160    0.000    0.000    0.002    0.000 <frozen abc>:105(__new__)
        1    0.000    0.000    0.000    0.000 operator.py:16(<dictcomp>)
      262    0.000    0.000    0.006    0.000 parser.py:94(check_event)
      548    0.000    0.000    0.000    0.000 zipfile.py:491(_decodeExtra)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      547    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       78    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
      351    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       36    0.000    0.000    0.000    0.000 message.py:489(get)
       65    0.000    0.000    0.000    0.000 _parser.py:267(getuntil)
      644    0.000    0.000    0.000    0.000 flexparser.py:196(__get__)
      117    0.000    0.000    0.001    0.000 registry.py:1051(parse_units)
       56    0.000    0.000    0.000    0.000 typing.py:1019(__init__)
      121    0.000    0.000    0.001    0.000 registry.py:447(_helper_adder)
       75    0.000    0.000    0.004    0.000 dataclasses.py:588(_repr_fn)
     2192    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
     1954    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      325    0.000    0.000    0.000    0.000 function_base.py:465(_needs_add_docstring)
    99/97    0.000    0.000    0.155    0.002 <frozen importlib._bootstrap_external>:1231(create_module)
       62    0.000    0.000    0.007    0.000 dataclasses.py:599(_frozen_get_del_attr)
     1037    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        1    0.000    0.000    0.001    0.001 getlimits.py:162(_register_known_types)
        2    0.000    0.000    0.000    0.000 _signatures.py:1(<module>)
     1218    0.000    0.000    0.000    0.000 contextlib.py:431(__enter__)
      583    0.000    0.000    0.007    0.000 _signatures.py:668(<genexpr>)
      165    0.000    0.000    0.000    0.000 scanner.py:1416(scan_line_break)
      876    0.000    0.000    0.000    0.000 __init__.py:923(__init__)
      605    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
      325    0.000    0.000    0.000    0.000 function_base.py:483(_add_docstring)
       25    0.000    0.000    0.000    0.000 _psosx.py:339(wrap_exceptions)
      242    0.000    0.000    0.011    0.000 registry.py:974(parse_unit_name)
      780    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      113    0.000    0.000    0.002    0.000 registry.py:432(_helper_dispatch_adder)
       46    0.000    0.000    0.000    0.000 typing.py:329(_flatten_literal_params)
      219    0.000    0.000    0.032    0.000 __init__.py:930(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBConversion_GetSupportedOutputFormat}
       80    0.000    0.000    0.016    0.000 ufunc.py:83(__init__)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      289    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      169    0.000    0.000    0.001    0.000 registry.py:385(UnitsContainer)
       54    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
      558    0.000    0.000    0.000    0.000 cp437.py:14(decode)
      925    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
      126    0.000    0.000    0.000    0.000 {built-in method numpy.array}
       64    0.000    0.000    0.000    0.000 scanner.py:1311(scan_plain_spaces)
      605    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
    63/37    0.000    0.000    0.000    0.000 base.py:1069(normalize_function)
        1    0.000    0.000    0.002    0.002 lapack.py:1(<module>)
      186    0.000    0.000    0.000    0.000 plain.py:65(from_string)
      527    0.000    0.000    0.000    0.000 _parser.py:168(__setitem__)
      133    0.000    0.000    0.000    0.000 _parser.py:309(_class_escape)
       53    0.000    0.000    0.001    0.000 typing.py:1647(__getitem__)
      189    0.000    0.000    0.000    0.000 __init__.py:235(matches)
        1    0.000    0.000    0.000    0.000 ExifTags.py:294(<dictcomp>)
        3    0.000    0.000    0.002    0.001 _add_newdocs.py:1(<module>)
     1535    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
